Timestamp,Model,Dataset,Recall@1,Precision@1,Recall@5,Precision@5,NDCG@5,Recall@10,Precision@10,NDCG@10
20241205,FashionCLIP-FAISS,Amazon Product Dataset,0.638,0.638,0.851,0.17,0.756,0.901,0.09,0.772
